product_name,product_id,item_id,offer_lifecycle_status,product_lifecycle_status,source,status,request_id,product_short_description,product_long_description,abstract_product_id,product_class_type,product_type,primary_shelf,all_shelves,reporting_hierarchy,ironbank_category,source_id,bundle_type,bundle_group_id,gtin,upc,item_class_id,product_version,created_at,updated_at,request_batch_id
RF23M8570SR 36 Counter-Depth French Door Refrigerator with Family Hub  22.2 cu. ft. Capacity  FlexZone  Exernal Ice and Water Dispenser  and Auto Water Fill  in Stainless Steel,2X9VLN648LTU,955009901,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S18515110/12/476,The 36 Counter-Depth French Door Refrigerator from Samsung will be the best addition to your place The unit features an external water and ice dispenser for your convenience The FlexZone allows for additional storage space,The 36 Counter-Depth French Door Refrigerator from Samsung will be the best addition to your place The unit features an external water and ice dispenser for your convenience The FlexZone allows for additional storage space - For more details contact us.,,,Refrigerators,UNNAV,UNNAV,HOME MISC L4,Home,887276198118,,,00887276198118,887276198118,1,1573675376578,4/18/2017 10:37:45 PM,11/13/2019 8:02:56 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
Samsung RH22H9010SR - Refrigerator/freezer - freestanding - width: 35.9 in - depth: 28.3 in - height: 69.8 in - 21.5 cu. ft - side-by-side with ice & water dispenser - stainless steel,492Y3IV51BW8,39867543,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S14857370/12/416,"Samsung RH22H9010SR 36"" Wide, 22 Cu. Ft. Counter Depth, Energy Star Rated, Side-by-Side Refrigerator, Metal Cooling, Adjustable Shelf, LED Display with Water and Ice Dispender in Stainless Steel","<body><p><b>Key Features and Benefits:</b></p><ul><li><b>Food ShowCase</b><br />The Samsung Food ShowCase refrigerator provides easy access to on-the-go items. The exterior showcase gives you instant access to drinks and condiments, while the InnerCase lets you store large, fresh food items. Perfect for frequently used items, this refrigerator lets you easily organize your food by type or family member.</li><li><b>Metal Cooling</b><br />Metal Cooling locks in cold and seals in freshness. The stainless steel paneling helps maintain consistent temperature throughout the refrigerator.</li><li><b>Counter Depth</b><br />Our 22 cu. ft. capacity Side-by-Side refrigerator has enough room to fit up to 22 bags of groceries. The stylish counter-depth design allows for more workable space in the kitchen. *Grocery comparison based on each cubic foot of usable space equaling one paper bag.</li><li><b>High-Efficiency LED Lighting</b><br />LED lighting gently brightens virtually every corner of your refrigerator so you&apos;re able to quickly spot what you want. Plus, it emits less heat and is more energy-efficient than conventional lighting. The sleek design saves more space than traditional incandescent light bulbs.</li><li><b>Automatic In-Door Ice Maker</b><br />Our automatic in-door ice maker maximizes freezer space, leaving more room for frozen foods and offers convenient access to ice, right inside the door. It can produce up to 4.4lbs of ice per day and stores up to 5.5lbs of ice.</li><li><b>Adjustable Shelf</b><br />Designed to fit taller items with ease, you can use this three-way shelf for all your storage needs. Use it as a standard shelf, slide-in for more space or flip-up for even more storage space.</li></ul></body>",,,Refrigerators,Side-by-Side Refrigerators,"Side-by-Side Refrigerators, Full Size Refrigerators, Side by Side Refrigerator",REFRIGERATORS,Home,"887276956015, 39867543",,,00887276956015,887276956015,1,1573675375975,12/16/2015 6:30:18 AM,11/13/2019 8:02:56 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
RH22H9010SG 36 Side-By-Side Refrigerator with 21.5 cu. ft. Total Capacity  Door-In-Door  External Ice and Water Dispenser  LED Lighting  and Horizontal Black Stainless Hairline: Black Stainless Steel,53AJVCOT550W,982229959,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S17460338/12/456,RH22H9010SG 36 Side-By-Side RefrigeratorfromSamsung Appliancesoffers a spacious215 cu ft Total Capacity Theunit featuresDoor-In-Door External Ice and Water Dispenser LED Lighting andHorizontal Black Stainless Hairline,RH22H9010SG 36 Side-By-Side RefrigeratorfromSamsung Appliancesoffers a spacious215 cu ft Total Capacity Theunit featuresDoor-In-Door External Ice and Water Dispenser LED Lighting andHorizontal Black Stainless Hairline - For more details contact us.,,,Refrigerators,UNNAV,UNNAV,HOME MISC L4,Home,887276183954,,,00887276183954,887276183954,1,1573675376445,12/20/2016 10:03:33 PM,11/13/2019 8:02:56 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
"Samsung 24.7 Cu. Ft. Side-by-Side Refrigerator, Stainless Steel",1G3GDQ391JKA,45027957,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S15989559/12/426,Samsung RH25H5611SR - refrigerator/freezer - side-by-side - freestanding - stainless steel,"<body><p><b>Key Features and Benefits:</b></p><ul><li><b>Food ShowCase</b><br />The Samsung Food ShowCase Refrigerator is designed to improve the way you store food through an innovative two-door system. The exterior showcase door gives you instant access to drinks and condiments, while the InnerCase lets you store large, fresh food items. Perfect for frequently used items, this refrigerator lets you easily organize your food by type or family member.</li><li><b>Metal Cooling</b><br />Metal Cooling locks in cold and seals in freshness. The stainless steel paneling helps maintain consistent temperature throughout the refrigerator.</li><li><b>24.7 cu. ft</b><br />Our 24.7 cu. ft. large capacity Side-By-Side Food Showcase refrigerator has enough room to fit up to 24.7 bags of groceries. *Grocery comparison based on each cubic foot of usable space equaling one paper bag.</li><li><b>Twin Cooling System</b><br />Samsung&apos;s Twin Cooling System maintains cooling air for the refrigerator and freezer separately. The refrigerator air is kept at higher, near-commercial grade humidity levels to keep perishable fruits and vegetables from spoiling quickly. Drier freezer air means less freezer burn for better-tasting frozen foods. *Twin Cooling humidity levels up to 5x higher than single cooling systems.</li><li><b>LED Tower Lighting</b><br />Our strategically placed Tower lighting gently brightens virtually every corner of your refrigerator while reducing heat and energy output. Its space-saving design leaves more room for groceries.</li><li><b>Automatic In-Door Ice Maker</b><br />Our automatic in-door ice maker maximizes freezer space, leaving more room for frozen foods and offers convenient access to ice, right inside the door. It can produce up to 4.2lbs of ice per day and stores up to 5.5lbs of ice.</li></ul></body>",,,Refrigerators,Side-by-Side Refrigerators,"Side-by-Side Refrigerators, Full Size Refrigerators, Side by Side Refrigerator",REFRIGERATORS,Electronics Other,"887276073446, 45027957",,,00887276073446,887276073446,1,1573675376444,1/9/2016 5:15:42 AM,11/13/2019 8:02:56 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
RT18M6213SR 29 Energy Star Certified Top Mount Freezer Refrigerator with 17.6 cu. ft. Total Capacity  FlexZone  Twin Cooling Plus  and Reversible Door  in Stainless Steel,3LW4DFQ1KDW2,114977720,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S18232292/12/462,The 29 Energy Star Certified Top Mount Freezer Refrigerator from Samsung will be the best addition to your place The FlexZone allows the freezer to be converted to fridge for more refrigeration storage Easily find the item you need with the bright LE...,The 29 Energy Star Certified Top Mount Freezer Refrigerator from Samsung will be the best addition to your place The FlexZone allows the freezer to be converted to fridge for more refrigeration storage Easily find the item you need with the bright LE... - For more details contact us.,,,Refrigerators,UNNAV,UNNAV,HOME MISC L4,Home,887276213828,,,00887276213828,887276213828,1,1573675376433,9/26/2017 1:37:17 AM,11/13/2019 8:02:56 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
Viking Professional 5 Series Quiet Cool VCBB5363ERSS - Refrigerator/freezer - built-in - niche - width: 35.6 in - depth: 24 in - height: 82.9 in - 20.4 cu. ft - bottom-freezer - stainless steel,3RDIX65ZUS7R,875188639,ARCHIVED,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S17204041/12/454,Viking Professional 5 Series Quiet Cool VCBB5363ERSS - refrigerator/freezer - bottom-freezer - built-in - stainless steel,"<body><p><b>Key Features and Benefits:</b></p><ul><li><b>ProChill Temperature Management</b><br />ProChill Temperature Management System with variable speed DC Overdrive compressor. Single compressor system includes the quietest compressor available. Electronic controls provide precise temperature management with digital readout.</li><li><b>The Spill Control technology</b><br />Spillproof Plus Shelves with Nano technology create an invisible barrier to contain spills and maximize usable space. 3/8&quot; thick tempered glass shelves provide industry leading durability.</li><li><b>LED lighting</b><br />Bright, energy efficient LED lighting from top and sidewalls.</li><li><b>Filter-free freshness</b><br />The Plasmacluster Ion Air Purifier uses ions to eliminate airbourne bacteria and mold spores, remove odors and enhance food preservation. Plasmacluster is a trademark of Sharp Corporation.</li><li><b>Metal door bins</b><br />Metal door bins provide enduring performance to securely store heavy items.</li><li><b>Robust hinges</b><br />Robust DuraHinge allows optimal door rotation and maximum durability.</li><li><b>Adjustable humidity zone drawers</b><br />Produce the freshest leafy vegetables and fruits in moisture-adjustable drawer(s) with soft-close feature.</li></ul><p><b>What&apos;s Included:</b></p><ul><li>Viking Professional 5 Series Quiet Cool VCBB5363ERSS</li><li>Ice bin</li></ul></body>",,,Refrigerators,UNNAV,UNNAV,HOME MISC L4,Home,800284004226,,,00800284004226,800284004226,1,1573675375823,12/20/2016 10:03:32 PM,11/13/2019 8:02:56 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
Microsoft Zune - Digital player - HDD 30 GB - brown - academic,3LMD12K94A2D,503958531,,ACTIVE,,PRODUCT_PROCESSED,CET-85814c6a-4a4c-41a5-bcc7-782ef03d669e/S4712864/35/118195,Microsoft Zune - digital player,<body><p><b>What&apos;s Included:</b></p><ul><li>Microsoft Zune</li><li>Headphones</li></ul></body>,,,default,Hard Drives & Storage,Hard Drives & Storage,UNASSIGNED L4,,882224529198,,,00882224529198,882224529198,1,1573675376088,4/27/2017 3:20:09 AM,11/13/2019 8:02:56 PM,85814c6a-4a4c-41a5-bcc7-782ef03d669e:TableData_Category_KB.csv
RCA RP3765 - Clock radio,6EJR3XSYC39J,456739778,,ACTIVE,,PRODUCT_PROCESSED,CET-85814c6a-4a4c-41a5-bcc7-782ef03d669e/S3227269/35/116053,RCA RP3765 - clock radio - CD,"<body><p><b>Key Features and Benefits:</b></p><ul><li>A great AM/FM CD clock radio with digital tuning which tunes with maximum accuracy and minimum drift;</li><li>TV/Weatherband - tune into TV band as well as one-touch Instant Weather;</li><li>The unit has a motorized CD door system for smooth and easy access;</li><li>Multi-Function Dual Wake;</li><li>Large, backlit 1.25&quot; display for easy readability;</li><li>High Performance Speaker System gives the user the best possible high performance sound in a clock radio with bass reflex speakers;</li><li>Auto Brightness Control.</li></ul><p><b>What&apos;s Included:</b></p><ul><li>RCA RP3765</li><li>Remote control</li></ul></body>",,,Alarm Clocks,Clocks,"Alarm Clock, Clocks",CLOCKS,,044319400090,,,00044319400090,044319400090,1,1573675365209,5/3/2017 6:18:36 AM,11/13/2019 8:02:56 PM,85814c6a-4a4c-41a5-bcc7-782ef03d669e:TableData_Category_KB.csv
HI-COUNTRY,7D684HNG5UKO,47085818,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/023264406432/32043/32044,HI CNTRY SSNNG BAG IN BOX BP 20 PERCENT,<ul><li>HI CNTRY BRKFS DMSTC MT WLD GM SSG SG MDW BLND GRND SSNNG BAG IN BOX BP 20 PERCENT</li><li>HERB AND SPICE SEASONING</li></ul>,,,Mixed Spices & Seasonings,All Mixed Spices & Seasonings,"All Mixed Spices & Seasonings, All Salt, Spices & Seasoning",SEASONINGS AND SAUCES,Food & Beverage,023264406432,,,00023264406432,023264406432,1,1573675376245,4/14/2016 9:40:24 PM,11/13/2019 8:02:56 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:023264406432.json
"Cast Iron 8.75"" 2 Groove Dual Belt B Section 5L Pulley w/ 1-3/8""Sheave Bushing",38RR7T2M8FGN,544214578,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-F4E5548AFC3A44439AB9BAFD8CFEB2ED@AQMBAQA/2BK90H/H1-3/8/10,"8.75"" Cast Iron 2 Piece Pulley and 1-3/8"" SheaveBrand new dual groove 8.75"" cast iron, 2 pc. pulley/sheave with 1-3/8"" H bushing for B section belt. This is a high quality 2 piece pulley that measures 8.75"" outside diameter and is designed to be used with an H style bushing. This bushing inserts into the center of the pulley and slides over the shaft. As you tighten down the bolts on the H bushing it will tighten down on the shaft.This style of pulley is much more secure than a standard 1 piece pulley. This listing includes an H bushing to fit on a 1-3/8"" shaft, you can purchase different bushings if you need this for a different shaft size. The bushing itself is made of solid steel and is precision machined to ensure high quality and secure attachment to your motor/engine shaft. This pulley accepts B Section also known as 5L series belts. These belts are 5/8"" wide. This pulley will work with A Section belts Also known as 4L; however, they will sit farther down in the groove which will reduce your pulley size by 1/4"" to 1/2"" on average, depending on the size of the pulley.Specifications:• Dual Groove Pulley• 1-3/8"" Bushing Included• Accepts: B Section / 5L Section Belts• High-Quality Cast Iron Construction• Solid Steel Bushing• For Use on 1-3/8"" ShaftOutside Diameter of Pulley: 8.75""","• Dual Groove Pulley• 1-3/8"" Bushing Included• Accepts: B Section / 5L Section Belts• High-Quality Cast Iron Construction",,,Pulleys,Lifting Equipment,Lifting Equipment,PULLEYS LIFTS AND JACKS,Tools,2BK90H/H1-3/8,,,00685650072845,685650072845,1,1573675364849,11/13/2019 8:02:44 PM,11/13/2019 8:02:56 PM,F4E5548AFC3A44439AB9BAFD8CFEB2ED@AQMBAQA
Vinegar Balsamic 16. 9 Oz - Pack of 12 - SPu459529,50W4782F3T00,34860198,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/026662785024/28045/28046,<p>,Vinegar Balsamic 16-9 Oz (Pack of 12)(Note: This Product Description Is Informational Only- Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use- For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use-)UPC: 026662785024 U SKU: SPDSP33661,,,Vinegars,Condiments,"Condiments, Vinegar",VINEGAR AND PICKLES,Alcoholic Beverages,026662785024,,,00026662785024,026662785024,1,1573675376017,12/30/2015 1:35:16 PM,11/13/2019 8:02:56 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:026662785024.json
Nile Spice Chicken Flavored Vegetable Soup Low Fat 1-Ounce Cups -Pack of 12,0WMQETIF8VNH,30992993,RETIRED,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/033017001821/28352/28353,aaa,Stocks & Broths,,,Prepared & Packaged Soups,Soups,Soups,SOUPS,Alcoholic Beverages,033017001821,,,00033017001821,033017001821,1,1573675375988,7/9/2015 7:26:12 PM,11/13/2019 8:02:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:033017001821.json
"NewAir Beverage Refrigerator 90 Can Capacity Center, Soda Beer Cooler, AB-850 Stainless Steel",703NP9N53RRT,23213645,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S14108160/12/412,"Keep all your favorite beverages perfectly chilled and ready to serve in the NewAir 90 Can Compact Beverage Fridge. This powerful little fridge chills beer and soda all the way down to 34 degrees making it one of the coldest fridges on the market. The freestanding design is ready to use out of the box, and adjustable shelves let you create customized storage for different sized cans and bottles.","<ul><li>Quiet, powerful compressor chills drinks all the way down to 34 degrees.</li><li>Compact design holds 90 cans in an attractive, stainless steel design.</li><li>Removable storage racks create space for cans, bottles and more.</li><li>Freestanding design requires no special installation — just plug it in!</li><li>Set-and-forget-it thermostat comes with 7 custom settings.</li></ul>",,,Refrigerators,Beverage Refrigerators,"Glass Door Mini Fridges, Best Freestanding Beverage Centers, Beverage Refrigerators, NewAir Beverage Refrigerators, Builtin Beverage Centers, Undercounter Refrigerators, Combination Beverage and Wine Coolers, Non Alcoholic Beer, Freestanding Beverage Centers, Beverage Refrigerators",BEVERAGE CENTERS AND WINE COOLERS,Large Appliances,"854001004235, XCu79x_JPKKZUqXXq-LTQwsTD8mU7mBs",,,00854001004235,854001004235,1,1573675375834,12/8/2015 1:05:22 AM,11/13/2019 8:02:55 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
"Hinged Wraparound Knee Brace (EA), Knee Brace Support By Mueller",6N08JO6Q5FET,480256461,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-9BDA7ABB6C98413DAB6845F3F22E4502@ARABAQA/480256461/22,Hinged Wraparound Knee Brace features a triaxial hinge to track your knee’s natural movement. The fitted sleeve slips on and provides maximum medial-lateral support of your weak or injured knee. Fits either knee.,Knee Brace Support,,,"Braces, Splints & Slings",Knee Braces,"Braces, Splints, and Slings, Knee Braces, Braces & Supports",BRACES SPLINTS AND SLINGS,"Home Decor, Kitchen, & Other","6N08-JO6Q-5FET, Bree-LL-20191025-MDH.1163",,,07311679167431,,1,1573675375658,10/25/2019 9:18:54 AM,11/13/2019 8:02:55 PM,Wed Nov 13 19:54:35 UTC 2019_Wed Nov 13 19:57:36 UTC 2019
Magic Chef 3.2 Cu. Ft. Compact All-Refrigerator in Black,52MARQ27KSKM,43992899,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S15348032/12/424,"The Magic Chef 3.2 cu. ft. compact all-refrigerator has the fresh-food storage options you're looking for whether you're college-bound or simply want a little extra refrigerator space in your home or office. Offering plenty of additional space for storing your favorite beverages and refrigerated snacks, this unit has interior lighting, two removable glass shelves, crisper drawer with cover, and 12-oz. beverage can dispenser to keep you organized. Plus, the reversible door and flush-back design provides additional flexibility in placement.","<ul><li>Compact all-refrigerator model offers 3.2 cu. ft. capacity for refrigerated items</li><li>Compressor cooling system for a consistently cool temperature</li><li>Adjustable temperature thermostat control for customized cooling</li><li>Interior light helps you to quickly locate snacks and beverages</li><li>In-door design includes 12-oz. beverage can dispenser and large bottle storage</li><li>2 removable glass shelves accommodate a variety of foods, condiments and beverages</li><li>Crisper drawer with cover is ideal for storing fresh fruits and vegetables</li><li>Recessed handle for easy opening and closing</li><li>Reversible door and flush-back design for additional flexibility in placement</li><li>Leveling legs help stabilize the refrigerator on uneven surfaces</li><li>ETL approved</li></ul>",,,Refrigerators,One Door Mini Fridges,"Freezerless Mini Fridges, All Mini Fridges & Compact Refrigerators, Magic Chef, One Door Mini Fridges",COMPACT REFRIGERATORS,Large Appliances,"665679005550, c9c613c87b97436295568a4a622f4c7f",,,00665679005550,665679005550,1,1573675375534,12/8/2015 10:23:37 AM,11/13/2019 8:02:55 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
Samsung RF260BEAESR - Refrigerator/freezer - freestanding - width: 35.7 in - depth: 35.6 in - height: 70 in - 25.5 cu. ft - french style - stainless steel,2TL3G6KH6Z4H,28765085,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S14904808/12/420,Samsung RF260BEAESR - refrigerator/freezer - french style - freestanding - stainless steel,"<body><p><b>Key Features and Benefits:</b></p><ul><li><b>High-Efficiency LED Lighting</b><br />High-Efficiency LED Lighting Illuminates Virtually Every Corner New high-efficiency design beautifully lights up everything inside so you&apos;re able to quickly spot what you want. Its sleek design saves more space than the traditional incandescent bulb. *As compared to Samsung&apos;s 2011 conventional LED lighting.</li><li><b>Twin Cooling Plus</b><br />Helps Produce Stay Fresher Refrigerator air is kept at higher, near-commercial grade humidity levels to keep perishable fruits and vegetables from spoiling quickly. Cooler freezer air means less freezer burn for better-tasting frozen foods. Dual-action cooling systems simultaneously locks in freshness in the refrigerator without affecting freezer air temperatures.</li><li><b>Sleek and Roomy</b><br />Our beautiful, sleek designs fit any kitchen decor and has enough room to fit up to 26 bags of groceries. Available in 36&quot; (26 cu. ft.), our refrigerator provides more space inside, not outside. *Grocery comparison based on each cubic foot of usable space equaling one paper bag.</li><li><b>CoolSelect Pantry</b><br />Full-Width Pantry Drawer with Separate Temperature Controls Ideal space for storing party platters, deli items, beverages and more. Features an independent fan system that chills room-temperature beverages. Great for defrosting items safely within a controlled and isolated space.</li><li><b>Auto Pull-out Freezer Drawer</b><br />Slides Out for Easy Access Great place to store your commonly used frozen foods like ice cream. Automatically slides out for easy access, organization and storage.</li></ul><p><b>What&apos;s Included:</b></p><ul><li>Samsung RF260BEAESR</li><li>Drawer divider</li></ul></body>",,,Refrigerators,French Door Refrigerators,"French Door Refrigerators, French Door Refrigerator, Full Size Refrigerators",REFRIGERATORS,Home,"036725590175, 28765085",,,00036725590175,036725590175,1,1573675375466,12/8/2015 7:30:09 AM,11/13/2019 8:02:55 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_RA.csv
"Nestle Butterfinger  Crisp Bar, 3 ea",71F2MV8XTLSD,146861553,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/028000558406/29594/29595,"Candy, Peanut Butter Crisp Bar, Wrapper 2.01 OZ 3 bars. 300 calories per pack. See nutrition information for fat and saturated fat content. No artificial flavors or colors. Added colors from natural sources. Dare to share! Nestle Cocoa Plan. Crispy wafers, delicious Butterfinger creme &amp; crunchy toffee pieces! Nestle Cocoa Plan: Supporting farmers for better chocolate. The Nestle Cocoa Plan works to help improve the lives of cocoa farmers and the quality of their products. www.nestlecocoaplan.com. Partially produced with genetic engineering. Nutritional Compass: Nestle - Good food, good life. Good to Connect: Call/text 1-800-310-0412. Butterfinger.com.   Contains: peanut, wheat, milk and soy ingredients. 3 pieces [2.01 oz (56.9 g)] Glendale, CA 91203 800-310-0412","<ul><li>Crisp Bar, Peanut Butter</li><li>3 bars. 300 calories per pack. See nutrition information for fat and saturated fat content. No artificial flavors or colors. Added colors from natural sources. Dare to share! Nestle Cocoa Plan. Crispy wafers, delicious Butterfinger creme & crunchy toffee pieces! Nestle Cocoa Plan: Supporting farmers for better chocolate. The Nestle Cocoa Plan works to help improve the lives of cocoa farmers and the quality of their products. www.nestlecocoaplan.com. Partially produced with genetic engineering. Nutritional Compass: Nestle - Good food, good life. Good to Connect: Call/text 1-800-310-0412. Butterfinger.com.</li></ul>",,,Chocolate Candy,Shop All Chocolate,Shop All Chocolate,CHOCOLATE,Food & Beverage,"028000558406, 146861553",,,00028000558406,028000558406,1,1573675375451,12/1/2016 5:44:20 PM,11/13/2019 8:02:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:028000558406.json
"Badia Garlic Powder, 3 oz",2V9EOM2W4T7A,10449858,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/033844000059/22994/22995,<p>Season meats and vegetables with Badia Garlic Powder. One-eighth of a teaspoon will give your dishes the same amount of flavor as a clove of fresh garlic. This kosher garlic will give your recipes a savory taste and aroma.</p><b>Badia Garlic Powder:</b>,"<ul><li>Garlic Powder</li><li>A gluten free product. Garlic is one of the most useful and appetizing condiments due to its distinctive flavor and attributed health benefits. It is ideal for pastas, rice, poultry, beef, seafood and all vegetables. Visit our website: www.badiaspices.com. Please recycle! National Breast Cancer Foundation, Inc. Packed in USA.</li></ul>",,,Single Herbs & Spices,Garlic Powder,"Gluten-Free Foods, All Single Herbs & Spices, Garlic Powder, All Salt, Spices & Seasoning",SEASONINGS AND SAUCES,Food & Beverage,"033844000059, 461335dc5f174763a660249856857ae2",,,00033844000059,033844000059,1,1573675375406,1/11/2016 5:41:27 AM,11/13/2019 8:02:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:033844000059.json
"Synology VisualStation VS960HD Surveillance Station - Surveillance Station - Motion JPEG, H.264, MPEG-4, H.265 Formats - 960 Fps - 1 Audio In - 1 Audio Out - HDMI",43Q25KDID83M,691223876,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-d057c149-1ec9-4b32-9f9c-30797be3b6d7/S19437656/10/368,"<b><U>Technical Information</U><BR></b><br><b>Total Number of Channels:</b> 96<br><b>Connectivity Technology:</b> Wired<br><b>HD Recording:</b> Yes<br><b>System Components:</b> Surveillance Station<br><br><b><U>Video</U><BR></b><br><b>Video Formats:</b> Motion JPEG, H.264, MPEG-4, H.265<br><b>Maximum Resolution:</b> 3840 x 2160<br><b>Frame Rate:</b> 960 Frames Per Second<br><br><b><U>Network & Communication</U><BR></b><br><b>Ethernet:</b> Yes<br><b>Remote Management:</b> Yes<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>USB:</b> Yes<br><b>Total Number of Audio In Ports:</b> 1<br><b>Total Number of Audio Out Ports:</b> 1<br><b>HDMI:</b> Yes<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Height:</b> 1.3""<br><b>Width:</b> 5.1""<br><b>Depth:</b> 51.2""<br><b>Weight (Approximate):</b> 13.40 oz","<strong>General Information</strong><br><ul><li>Working with Synology NAS, VS960HD is an ultra-compact companion system offering features of Surveillance Station including live view and management tools.<br> <p><b>PC-less Surveillance Management Solution</b></p> <p>VisualStation is the perfect alternative when facing limited space or budget constraints. Just plug in an Ethernet cable, connect to an LCD-monitor or TV, log in to Synology Surveillance Station - and you have a monitoring station for yourself. </p> <p><b>Robust and certified hardware for harsh environments</b></p> <p>Free from mechanical moving parts, VisualStation is more resistant against vibration and hardware failure. Its solid outer case and optimized design allow VisualStation to run within industrial temperature ranges, from -20C to 50C. In addition, VisualStation is EN45545 and EN50155 certified.</p> <p><b>Ideal for TV wall setup</b></p> <p>TV wall is ideal for monitoring a massive amount of cameras at a glance, and it is easy to set up with VisualStation.</p> <p><b>Dual screen display</b></p> <p>By supporting dual monitor video outputs to allow users to switch between mirrored and extended desktop modes, VisualStation provides a cost-efficient, easy to setup, and scalable TV wall solution.</p> <p><b>Minimum device size</b></p> <p>The whole system fits in a palm-sized enclosure and can be easily attached to a wall or the back of a screen with a VESA compatible mount.</p> <p><b>Convenient live view and playback interface</b></p> <p>VS960HD provides a user-friendly interface and powerful features from Surveillance Station.</p> <p><b>Intuitive interface for easy operation</b></p> <p>For both beginner and advanced users, you can enjoy versatile features by operating VisualStation directly via an intuitive interface using a USB mouse, keyboard, or even a joystick.</p> <p><b>Support most Surveillance Station features</b></p> <p>Both beginner and advanced userscan enjoy versatile features by operating VisualStation directly via an intuitive interface using a USB mouse, keyboard, or joystick.</p></li></ul><p></p><strong>Technical Information</strong><br><ul><li>Total Number of Channels: 96</li><li>Connectivity Technology: Wired</li><li>HD Recording: Yes</li><li>System Components: Surveillance Station</li></ul><p></p><strong>Video</strong><br><ul><li>Video Formats: Motion JPEG</li><li>Video Formats: H.264</li><li>Video Formats: MPEG-4</li><li>Video Formats: H.265</li><li>Maximum Resolution: 3840 x 2160</li><li>Frame Rate: 960 Frames Per Second</li></ul><p></p><strong>Network &amp; Communication</strong><br><ul><li>Ethernet: Yes</li><li>Remote Management: Yes</li></ul><p></p><strong>Interfaces/Ports</strong><br><ul><li>USB: Yes</li><li>Total Number of Audio In Ports: 1</li><li>Total Number of Audio Out Ports: 1</li><li>HDMI: Yes</li></ul><p></p><strong>Physical Characteristics</strong><br><ul><li>Height: 1.3""</li><li>Width: 5.1""</li><li>Depth: 51.2""</li><li>Weight (Approximate): 13.40 oz</li></ul>",,,default,UNNAV,UNNAV,ELECTRONICS MISC L4,Electronics,846504002610,,,00846504002610,846504002610,1,1573675374963,9/29/2017 11:32:21 AM,11/13/2019 8:02:54 PM,d057c149-1ec9-4b32-9f9c-30797be3b6d7:TableData_Category_YA.csv
